_REF_DATE_,GEO,DGUID,Statistic,Expenditures,UOM,VALUE
2011,Nova Scotia,2016A000212,Average expenditure per household,Shelter,Dollars,12558
2012,Nova Scotia,2016A000212,Average expenditure per household,Shelter,Dollars,13675
2013,Nova Scotia,2016A000212,Average expenditure per household,Shelter,Dollars,13461
2014,Nova Scotia,2016A000212,Average expenditure per household,Shelter,Dollars,14130
2015,Nova Scotia,2016A000212,Average expenditure per household,Shelter,Dollars,14172
2016,Nova Scotia,2016A000212,Average expenditure per household,Shelter,Dollars,14034
2017,Nova Scotia,2016A000212,Average expenditure per household,Shelter,Dollars,14025
2010,Nova Scotia,2016A000212,Average expenditure per household,Principal accommodation,Dollars,10813
2011,Nova Scotia,2016A000212,Average expenditure per household,Principal accommodation,Dollars,11592
2012,Nova Scotia,2016A000212,Average expenditure per household,Principal accommodation,Dollars,12339
2013,Nova Scotia,2016A000212,Average expenditure per household,Principal accommodation,Dollars,12383
2014,Nova Scotia,2016A000212,Average expenditure per household,Principal accommodation,Dollars,12845
2015,Nova Scotia,2016A000212,Average expenditure per household,Principal accommodation,Dollars,12841
2016,Nova Scotia,2016A000212,Average expenditure per household,Principal accommodation,Dollars,12522
2017,Nova Scotia,2016A000212,Average expenditure per household,Principal accommodation,Dollars,12730
2010,Nova Scotia,2016A000212,Average expenditure per household,Rented living quarters,Dollars,2224
2011,Nova Scotia,2016A000212,Average expenditure per household,Rented living quarters,Dollars,2319
2012,Nova Scotia,2016A000212,Average expenditure per household,Rented living quarters,Dollars,2363
2013,Nova Scotia,2016A000212,Average expenditure per household,Rented living quarters,Dollars,2675
2014,Nova Scotia,2016A000212,Average expenditure per household,Rented living quarters,Dollars,2992
2015,Nova Scotia,2016A000212,Average expenditure per household,Rented living quarters,Dollars,2857
2016,Nova Scotia,2016A000212,Average expenditure per household,Rented living quarters,Dollars,2708
2017,Nova Scotia,2016A000212,Average expenditure per household,Rented living quarters,Dollars,3307
2010,Nova Scotia,2016A000212,Average expenditure per household,Owned living quarters,Dollars,6002
2011,Nova Scotia,2016A000212,Average expenditure per household,Owned living quarters,Dollars,6563
2012,Nova Scotia,2016A000212,Average expenditure per household,Owned living quarters,Dollars,7070
2013,Nova Scotia,2016A000212,Average expenditure per household,Owned living quarters,Dollars,6740
2014,Nova Scotia,2016A000212,Average expenditure per household,Owned living quarters,Dollars,6721
2015,Nova Scotia,2016A000212,Average expenditure per household,Owned living quarters,Dollars,6844
2016,Nova Scotia,2016A000212,Average expenditure per household,Owned living quarters,Dollars,6867
2017,Nova Scotia,2016A000212,Average expenditure per household,Owned living quarters,Dollars,6588
2010,New Brunswick,2016A000213,Average expenditure per household,Total expenditure,Dollars,60942
2011,New Brunswick,2016A000213,Average expenditure per household,Total expenditure,Dollars,62342
2012,New Brunswick,2016A000213,Average expenditure per household,Total expenditure,Dollars,64453
2013,New Brunswick,2016A000213,Average expenditure per household,Total expenditure,Dollars,65023
2014,New Brunswick,2016A000213,Average expenditure per household,Total expenditure,Dollars,68650
2015,New Brunswick,2016A000213,Average expenditure per household,Total expenditure,Dollars,67326
2016,New Brunswick,2016A000213,Average expenditure per household,Total expenditure,Dollars,67933
2017,New Brunswick,2016A000213,Average expenditure per household,Total expenditure,Dollars,70829
2010,New Brunswick,2016A000213,Average expenditure per household,Total current consumption,Dollars,46490
2011,New Brunswick,2016A000213,Average expenditure per household,Total current consumption,Dollars,47749
2012,New Brunswick,2016A000213,Average expenditure per household,Total current consumption,Dollars,49602
2013,New Brunswick,2016A000213,Average expenditure per household,Total current consumption,Dollars,49287
2014,New Brunswick,2016A000213,Average expenditure per household,Total current consumption,Dollars,51736
2015,New Brunswick,2016A000213,Average expenditure per household,Total current consumption,Dollars,50192
2016,New Brunswick,2016A000213,Average expenditure per household,Total current consumption,Dollars,50175
2017,New Brunswick,2016A000213,Average expenditure per household,Total current consumption,Dollars,52608
2010,New Brunswick,2016A000213,Average expenditure per household,Food expenditures,Dollars,7195
2011,New Brunswick,2016A000213,Average expenditure per household,Food expenditures,Dollars,7278
2012,New Brunswick,2016A000213,Average expenditure per household,Food expenditures,Dollars,7258
2013,New Brunswick,2016A000213,Average expenditure per household,Food expenditures,Dollars,6812
2014,New Brunswick,2016A000213,Average expenditure per household,Food expenditures,Dollars,7683
2015,New Brunswick,2016A000213,Average expenditure per household,Food expenditures,Dollars,8011
2016,New Brunswick,2016A000213,Average expenditure per household,Food expenditures,Dollars,7454
2017,New Brunswick,2016A000213,Average expenditure per household,Food expenditures,Dollars,7634
2010,New Brunswick,2016A000213,Average expenditure per household,Food purchased from stores,Dollars,5406
2011,New Brunswick,2016A000213,Average expenditure per household,Food purchased from stores,Dollars,5507
2012,New Brunswick,2016A000213,Average expenditure per household,Food purchased from stores,Dollars,5215
2013,New Brunswick,2016A000213,Average expenditure per household,Food purchased from stores,Dollars,5112
2014,New Brunswick,2016A000213,Average expenditure per household,Food purchased from stores,Dollars,5632
2015,New Brunswick,2016A000213,Average expenditure per household,Food purchased from stores,Dollars,5952
2016,New Brunswick,2016A000213,Average expenditure per household,Food purchased from stores,Dollars,5402
2017,New Brunswick,2016A000213,Average expenditure per household,Food purchased from stores,Dollars,5604
2010,New Brunswick,2016A000213,Average expenditure per household,Food purchased from restaurants,Dollars,1789
2011,New Brunswick,2016A000213,Average expenditure per household,Food purchased from restaurants,Dollars,1771
2012,New Brunswick,2016A000213,Average expenditure per household,Food purchased from restaurants,Dollars,2043
2013,New Brunswick,2016A000213,Average expenditure per household,Food purchased from restaurants,Dollars,1700
2014,New Brunswick,2016A000213,Average expenditure per household,Food purchased from restaurants,Dollars,2050
2015,New Brunswick,2016A000213,Average expenditure per household,Food purchased from restaurants,Dollars,2059
2016,New Brunswick,2016A000213,Average expenditure per household,Food purchased from restaurants,Dollars,2052
2017,New Brunswick,2016A000213,Average expenditure per household,Food purchased from restaurants,Dollars,2030
2010,New Brunswick,2016A000213,Average expenditure per household,Shelter,Dollars,10851
2011,New Brunswick,2016A000213,Average expenditure per household,Shelter,Dollars,11047
2012,New Brunswick,2016A000213,Average expenditure per household,Shelter,Dollars,11112
2013,New Brunswick,2016A000213,Average expenditure per household,Shelter,Dollars,11705
2014,New Brunswick,2016A000213,Average expenditure per household,Shelter,Dollars,12311
2015,New Brunswick,2016A000213,Average expenditure per household,Shelter,Dollars,12171
2016,New Brunswick,2016A000213,Average expenditure per household,Shelter,Dollars,12686
2017,New Brunswick,2016A000213,Average expenditure per household,Shelter,Dollars,12692
2010,New Brunswick,2016A000213,Average expenditure per household,Principal accommodation,Dollars,10088
2011,New Brunswick,2016A000213,Average expenditure per household,Principal accommodation,Dollars,10144
2012,New Brunswick,2016A000213,Average expenditure per household,Principal accommodation,Dollars,10082
2013,New Brunswick,2016A000213,Average expenditure per household,Principal accommodation,Dollars,10496
2014,New Brunswick,2016A000213,Average expenditure per household,Principal accommodation,Dollars,11001
2015,New Brunswick,2016A000213,Average expenditure per household,Principal accommodation,Dollars,11087
2016,New Brunswick,2016A000213,Average expenditure per household,Principal accommodation,Dollars,11312
2017,New Brunswick,2016A000213,Average expenditure per household,Principal accommodation,Dollars,11465
2010,New Brunswick,2016A000213,Average expenditure per household,Rented living quarters,Dollars,1499
2011,New Brunswick,2016A000213,Average expenditure per household,Rented living quarters,Dollars,1731
2012,New Brunswick,2016A000213,Average expenditure per household,Rented living quarters,Dollars,2199
2013,New Brunswick,2016A000213,Average expenditure per household,Rented living quarters,Dollars,1848
2014,New Brunswick,2016A000213,Average expenditure per household,Rented living quarters,Dollars,2138
2015,New Brunswick,2016A000213,Average expenditure per household,Rented living quarters,Dollars,2052
2016,New Brunswick,2016A000213,Average expenditure per household,Rented living quarters,Dollars,2002
2017,New Brunswick,2016A000213,Average expenditure per household,Rented living quarters,Dollars,1829
2010,New Brunswick,2016A000213,Average expenditure per household,Owned living quarters,Dollars,5866
2011,New Brunswick,2016A000213,Average expenditure per household,Owned living quarters,Dollars,5679
2012,New Brunswick,2016A000213,Average expenditure per household,Owned living quarters,Dollars,5189
2013,New Brunswick,2016A000213,Average expenditure per household,Owned living quarters,Dollars,5801
2014,New Brunswick,2016A000213,Average expenditure per household,Owned living quarters,Dollars,5914
2015,New Brunswick,2016A000213,Average expenditure per household,Owned living quarters,Dollars,5986
2016,New Brunswick,2016A000213,Average expenditure per household,Owned living quarters,Dollars,6444
2017,New Brunswick,2016A000213,Average expenditure per household,Owned living quarters,Dollars,6658
2010,Quebec,2016A000224,Average expenditure per household,Total expenditure,Dollars,62257
2011,Quebec,2016A000224,Average expenditure per household,Total expenditure,Dollars,64625
2012,Quebec,2016A000224,Average expenditure per household,Total expenditure,Dollars,64681
2013,Quebec,2016A000224,Average expenditure per household,Total expenditure,Dollars,68397
2014,Quebec,2016A000224,Average expenditure per household,Total expenditure,Dollars,69209
2015,Quebec,2016A000224,Average expenditure per household,Total expenditure,Dollars,68431
2016,Quebec,2016A000224,Average expenditure per household,Total expenditure,Dollars,70853
